,name,id,price,alias,type,category,rating,zip,latitude,longitude,labels_km,centroid_latitude,centroid_longitude,distance_centroid
100,Molcajete Restaurant,OBbupmYiB_mWS1rwHVf8GA,1.0,molcajete-restaurant-san-fernando-2,mexican,mexican,5.0,91340,34.2905,-118.449,83,34.2834992,-118.442816,0.009341
101,Fiddlers Three Restaurant,lrFJHANF4S4JtdScfJozXQ,1.0,fiddlers-three-restaurant-sylmar,tradamerican,tradamerican,3.5,91342,34.3012,-118.44200000000001,48,34.30643088235294,-118.43566176470588,0.008218
102,Ras Noodle,hQBM1TcgmNTtSv9r34LMog,1.0,ras-noodle-los-angeles,thai,thai,4.5,91402,34.2196,-118.432,56,34.22460131004367,-118.44220960698689,0.011369
103,Estos Tacos,Gw15086859SNCv_359mbmA,1.0,estos-tacos-san-fernando-2,tacos,tacos,5.0,91340,34.2872,-118.434,83,34.2834992,-118.442816,0.009561
104,Giamela's Submarine Sandwiches,0Rcia5STyC5OseOm97YXJA,1.0,giamelas-submarine-sandwiches-sunland,sandwiches,sandwiches,4.0,91040,34.2601,-118.324,35,34.259617142857145,-118.31491428571428,0.009099
105,Wingstop,zyNfJM8HGoZWXb0cvkAIoA,2.0,wingstop-pacoima,chicken_wings,chicken_wings,2.5,91331,34.2745,-118.411,25,34.277959375,-118.410546875,0.003489
106,Hound Dog Hot Dog Shop,duHI9GqeJg8Uslke3P-LeA,1.0,hound-dog-hot-dog-shop-sun-valley,hotdog,hotdog,4.0,91352,34.2279,-118.365,5,34.22269411764706,-118.36675294117647,0.005493
107,Teriyaki House,mT8a21lIOnzdvqHpOEYdnQ,1.0,teriyaki-house-san-fernando-2,japanese,japanese,3.5,91340,34.283,-118.44,83,34.2834992,-118.442816,0.00286
108,Fast N Fresh Mexican Grill,s25buuFySDivV0YufJrsxg,1.0,fast-n-fresh-mexican-grill-sylmar-2,mexican,mexican,4.5,91342,34.3242,-118.46,12,34.308867647058825,-118.46705882352941,0.016879
109,Wendill's Chicken House,UM3J2Z1Q-zirOT51HzT7sA,1.0,wendills-chicken-house-arleta,thai,thai,4.0,91331,34.2578,-118.414,70,34.25516193548387,-118.42916129032258,0.015389
110,Stinkin Crawfish - North Hills,Rk5y0wwcDWxvaTr3z5u8SQ,2.0,stinkin-crawfish-north-hills-north-hills,cajun,cajun,4.5,91343,34.2358,-118.46700000000001,81,34.22724511278196,-118.46795488721804,0.008608
111,FurnSaj Bakery & Restaurant,T-K7pqWSYFEk-wi74db50g,1.0,furnsaj-bakery-and-restaurant-los-angeles-3,bakeries,bakeries,5.0,91344,34.2737,-118.501,46,34.26364513274336,-118.50138053097345,0.010062
112,Bird Coma,ls9YvfUCBusDVo7syIJzfQ,2.0,bird-coma-los-angeles-3,foodtrucks,foodtrucks,4.5,91352,34.2235,-118.361,5,34.22269411764706,-118.36675294117647,0.005809
113,Chela's Mexican Restaurant,joppwjuivDhf3qmw1ElV2w,2.0,chelas-mexican-restaurant-sun-valley,seafood,seafood,4.0,91352,34.2363,-118.391,100,34.216013636363634,-118.39180303030302,0.020302
114,Coco's Bakery Restaurant,gEMQNP4jvggsakiUIBvJsg,2.0,cocos-bakery-restaurant-sunland-3,tradamerican,tradamerican,3.0,91040,34.2598,-118.325,35,34.259617142857145,-118.31491428571428,0.010087
115,Taco Ranch,97R6I9n3LcjeePkHz9-8ww,1.0,taco-ranch-los-angeles-2,tacos,tacos,4.5,91040,34.2471,-118.35700000000001,5,34.22269411764706,-118.36675294117647,0.026282
116,Rosie's Tamales,SRUTP5OqMMRLFNu1NRcH_A,1.0,rosies-tamales-los-angeles-3,mexican,mexican,4.5,91331,34.2691,-118.40799999999999,25,34.277959375,-118.410546875,0.009218
117,Queens Burgers,JgiUh5FJkoJwCI9z6PKLOw,1.0,queens-burgers-pacoima,burgers,burgers,3.5,91331,34.2538,-118.411,70,34.25516193548387,-118.42916129032258,0.018212
118,Da Juice Box,nYovWkOxck1LadPnJgrjjQ,1.0,da-juice-box-sylmar,sandwiches,sandwiches,4.5,91342,34.3078,-118.431,48,34.30643088235294,-118.43566176470588,0.004859
119,Goto at Silog,U81hd51sncUQ-tufA-MIrA,1.0,goto-at-silog-panorama-city,filipino,filipino,4.5,91402,34.221,-118.45200000000001,56,34.22460131004367,-118.44220960698689,0.010432
120,Wingstop,g4GIPbRHQegxexVYbTn3cw,2.0,wingstop-san-fernando,chicken_wings,chicken_wings,2.5,91340,34.2839,-118.44200000000001,83,34.2834992,-118.442816,0.000909
121,Casa Nuova,GYqHQBOp-l7z8HbFyb9VzA,2.0,casa-nuova-sun-valley-3,pizza,pizza,3.5,91352,34.2284,-118.365,5,34.22269411764706,-118.36675294117647,0.005969
122,Los Ruizenores,377UhjkM6Dl3Mw6cGQYM5w,1.0,los-ruizenores-sylmar-14,mexican,mexican,4.5,91342,34.3188,-118.464,12,34.308867647058825,-118.46705882352941,0.010393
123,Los Poblanos Taqueria Y Birrieria,2TJRZqEHbiwLhhRTlSHYXQ,1.0,los-poblanos-taqueria-y-birrieria-san-fernando,mexican,mexican,4.0,91340,34.2885,-118.435,83,34.2834992,-118.442816,0.009279
124,Tony's Pizza,I_oLq7TQhI2sGT79tnYcww,2.0,tonys-pizza-san-fernando,pizza,pizza,3.5,91340,34.2987,-118.439,48,34.30643088235294,-118.43566176470588,0.008421
125,Toto's Seafood Grill,2mzGOpkZ5S_wpWPOH0UQGA,1.0,totos-seafood-grill-panorama-city,filipino,filipino,4.0,91402,34.2219,-118.448,56,34.22460131004367,-118.44220960698689,0.00639
126,Teriyakiya,tr9NbRHlAGa8Yqb8BayrwQ,1.0,teriyakiya-granada-hills,japanese,japanese,4.5,91344,34.2638,-118.50200000000001,46,34.26364513274336,-118.50138053097345,0.000639
127,Teriyaki Madness,XMJAEYzdtBaB_wnZlIekTQ,1.0,teriyaki-madness-sylmar-2,japanese,japanese,3.0,91342,34.3093,-118.43299999999999,48,34.30643088235294,-118.43566176470588,0.003914
128,Pacoima Chinese Fast Food,fWPF_XlohckneWAEE1hVyw,1.0,pacoima-chinese-fast-food-pacoima,chinese,chinese,4.0,91331,34.2753,-118.413,25,34.277959375,-118.410546875,0.003618
129,Mercado Buenos Aires,BWd06JUkb2qJLn-HH3_phQ,2.0,mercado-buenos-aires-van-nuys,steak,steak,4.0,91405,34.2078,-118.46600000000001,74,34.19440903614458,-118.46927108433735,0.013785
130,Sushi Dragon,vRGGGg1dd97UyFAKn-VQZg,2.0,sushi-dragon-sun-valley,sushi,sushi,4.0,91352,34.2169,-118.37,5,34.22269411764706,-118.36675294117647,0.006642
131,Thai Thai Cafe,ajG-nLCGj147rw2E2l_sKQ,1.0,thai-thai-cafe-panorama-city,thai,thai,4.0,91402,34.222,-118.429,56,34.22460131004367,-118.44220960698689,0.013463
132,Chubasco Restaurant,v_q--StVc17Ix-jiZri9UA,1.0,chubasco-restaurant-san-fernando,mexican,mexican,4.5,91340,34.2742,-118.448,83,34.2834992,-118.442816,0.010647
133,The Mandarin Terrace,TKKCPrBj29xiBxevGB6jhg,2.0,the-mandarin-terrace-sun-valley,chinese,chinese,4.0,91352,34.2291,-118.367,5,34.22269411764706,-118.36675294117647,0.006411
134,Pena's Tacos,JE9bqIFQtn5BVeGTAAWaWw,1.0,penas-tacos-los-angeles-2,seafood,seafood,4.0,91040,34.2598,-118.314,35,34.259617142857145,-118.31491428571428,0.000932
135,Domino's Pizza,sFPVLoBPA1b0lP-VQk34lg,1.0,dominos-pizza-sylmar-4,chicken_wings,chicken_wings,2.0,91342,34.2772,-118.399,25,34.277959375,-118.410546875,0.011572
136,Bamboo Bistro,TdlaiYxhAXRBX8JHPiqRhw,2.0,bamboo-bistro-panorama-city,filipino,filipino,4.0,91402,34.2254,-118.449,56,34.22460131004367,-118.44220960698689,0.006837
137,El Nayarit,D1jm7ee_YWjn0D-Zo96JMw,1.0,el-nayarit-san-fernando,mexican,mexican,4.0,91340,34.2899,-118.43299999999999,83,34.2834992,-118.442816,0.011719
138,Tortas Ahogadas Las Originales,uxbolocJmaJsNxNoZMMJgw,1.0,tortas-ahogadas-las-originales-san-fernando,mexican,mexican,3.5,91340,34.2794,-118.455,83,34.2834992,-118.442816,0.012855
139,Guido's Pizza & Pasta,_Yk7egR_zVf6Z-kqwV-hfw,1.0,guidos-pizza-and-pasta-sylmar,pizza,pizza,4.0,91342,34.3071,-118.45,48,34.30643088235294,-118.43566176470588,0.014354
140,La Corona Tortilleria,JyUBFQGTZHL4KZvPnNhi2g,1.0,la-corona-tortilleria-san-fernando,importedfood,importedfood,4.5,91340,34.2832,-118.447,83,34.2834992,-118.442816,0.004195
141,Lola's Baja Tacos,BsiRm7gnmhfOiSNHlMAbbQ,2.0,lolas-baja-tacos-granada-hills,seafood,seafood,4.0,91344,34.2652,-118.50299999999999,46,34.26364513274336,-118.50138053097345,0.002245
142,Crazy Falafel,74GW6Mc-QEg4o9s3iDZxRw,1.0,crazy-falafel-granada-hills,falafel,falafel,4.0,91344,34.2578,-118.499,46,34.26364513274336,-118.50138053097345,0.006311
143,Chipotle Mexican Grill,nO-3RNO0eki7QXKs8QAOSw,1.0,chipotle-mexican-grill-san-fernando,mexican,mexican,2.5,91340,34.2836,-118.441,83,34.2834992,-118.442816,0.001819
144,Horseless Carriage Restaurant,4QjMp6h-W6r4j_HP1COjiQ,2.0,horseless-carriage-restaurant-north-hills,tradamerican,tradamerican,4.0,91343,34.2216,-118.47,81,34.22724511278196,-118.46795488721804,0.006004
145,Tacos El Pimi,RbbPE7YHC1Gyu9ynitzjVw,1.0,tacos-el-pimi-los-angeles,foodtrucks,foodtrucks,5.0,91342,34.2809,-118.402,25,34.277959375,-118.410546875,0.009039
146,Go Fusion N Grill,bob7ANO6QKStDFsa_Qn46Q,2.0,go-fusion-n-grill-sun-valley,foodtrucks,foodtrucks,4.0,91352,34.2132,-118.359,5,34.22269411764706,-118.36675294117647,0.012258
147,Daniela's Tacos,dQ4IptYD3i54PJqoe6GIYw,1.0,danielas-tacos-los-angeles-2,foodtrucks,foodtrucks,5.0,91605,34.2149,-118.387,100,34.216013636363634,-118.39180303030302,0.00493
148,The Crow's Nest Sports Grille,U7mPfP2ic8LcgRqq3v1pSg,2.0,the-crows-nest-sports-grille-tujunga,sportsbars,sportsbars,4.0,91042,34.25,-118.29,63,34.24760666666667,-118.2822,0.008159
149,Huaraches Y Quesadillas Chayito,RBoyiYAdtT4j94OJ3jwgyA,1.0,huaraches-y-quesadillas-chayito-los-angeles,mexican,mexican,4.5,91331,34.2674,-118.42,25,34.277959375,-118.410546875,0.014173
150,La Bocana,pjdcVOohfn5PovduwZV25w,1.0,la-bocana-pacoima,mexican,mexican,4.5,91331,34.2732,-118.412,25,34.277959375,-118.410546875,0.004976
151,Tacos El Gordo,FO9ePNECTeLxNr_-Ceo5CQ,1.0,tacos-el-gordo-pacoima,mexican,mexican,4.0,91331,34.2772,-118.421,25,34.277959375,-118.410546875,0.010481
152,Guido's Pizza & Pasta,4fpD9PTPvUUfIcafdgmfsg,1.0,guidos-pizza-and-pasta-pacoima,pizza,pizza,4.0,91331,34.265,-118.402,25,34.277959375,-118.410546875,0.015524
153,Rigo's Taco No 3,B1cm2rxU2ML2JZzV8VABYQ,1.0,rigos-taco-no-3-san-fernando,burgers,burgers,3.5,91340,34.2901,-118.432,83,34.2834992,-118.442816,0.012671
154,Mandarin Island,BXspkkhvYW--lvQagGkBfA,2.0,mandarin-island-mission-hills,chinese,chinese,3.5,91345,34.2576,-118.469,75,34.26344369747899,-118.46993277310925,0.005918
155,Bobo's Hamburgers,m_k0od7XZz9OJV9-F0WSAQ,1.0,bobos-hamburgers-pacoima,burgers,burgers,3.5,91331,34.2637,-118.426,70,34.25516193548387,-118.42916129032258,0.009105
156,Carnitas Don Cuco,WXbM_K17nxmNPJ8s8GmGyg,1.0,carnitas-don-cuco-pacoima,mexican,mexican,4.5,91331,34.2696,-118.40700000000001,25,34.277959375,-118.410546875,0.009081
157,El Caporal Restaurant,za17g7s1qU-R3-vcSmu8Fg,1.0,el-caporal-restaurant-sylmar,mexican,mexican,4.0,91342,34.3075,-118.431,48,34.30643088235294,-118.43566176470588,0.004783
158,Euro Fusion Cuisine,DDBW4gjUTK6o4bFb9uLv7w,2.0,euro-fusion-cuisine-tujunga,mediterranean,mediterranean,4.5,91042,34.251,-118.288,63,34.24760666666667,-118.2822,0.00672
159,El Pollo Loco,8VbEYPbf8Z__W0i4PvLCsw,1.0,el-pollo-loco-san-fernando-4,hotdogs,hotdogs,2.0,91342,34.2946,-118.417,25,34.277959375,-118.410546875,0.017848
160,Panda Wok,L4x9o33N5YpysjlQfnPldA,1.0,panda-wok-sylmar,chinese,chinese,3.5,91342,34.3106,-118.428,48,34.30643088235294,-118.43566176470588,0.008723
161,Chai Thung Thai Restaurant,LOgXdu2pptHhjwwgLHN_Hg,1.0,chai-thung-thai-restaurant-sun-valley,thai,thai,4.0,91352,34.2243,-118.365,5,34.22269411764706,-118.36675294117647,0.002377
162,Fosters Freeze,ySDMPCQ9Ae7orK-TBFMw3A,1.0,fosters-freeze-san-fernando,icecream,icecream,3.0,91340,34.2924,-118.428,48,34.30643088235294,-118.43566176470588,0.015987
163,Panda Express,Fs3hybY3sgB2FwYoY-Jmxw,1.0,panda-express-lake-view-terrace,chinese,chinese,2.5,91342,34.2761,-118.397,25,34.277959375,-118.410546875,0.013674
164,Chios Peruvian Grill,LTJPW5DiSX2JLID_v0GboA,2.0,chios-peruvian-grill-van-nuys,peruvian,peruvian,4.0,91405,34.2117,-118.46700000000001,81,34.22724511278196,-118.46795488721804,0.015574
165,House of Grill,Cap47s29DKB63cAdOzqYfA,1.0,house-of-grill-granada-hills-2,filipino,filipino,4.0,91344,34.2577,-118.501,46,34.26364513274336,-118.50138053097345,0.005957
166,Mante House,3WQnJuLM3wUCZl4EISVJWg,2.0,mante-house-tujunga-3,mideastern,mideastern,4.5,91042,34.2475,-118.281,63,34.24760666666667,-118.2822,0.001205
167,Super Charburgers,7qOc9gVGPpUNnirvPoZjvQ,1.0,super-charburgers-tujunga,burgers,burgers,4.0,91042,34.2565,-118.3,35,34.259617142857145,-118.31491428571428,0.015237
168,Chow Express Chinese Food,1zEBDOP9UGmbR10Dy6lEPA,1.0,chow-express-chinese-food-pacoima,chinese,chinese,4.0,91331,34.2732,-118.412,25,34.277959375,-118.410546875,0.004976
169,Ralphs,7go2tLhRJAVI_C_Q3iD8XQ,2.0,ralphs-sunland,grocery,grocery,3.0,91040,34.2604,-118.32700000000001,35,34.259617142857145,-118.31491428571428,0.012111
170,Tasty Thai Cafe,BnmRWqCwUo1jkJemTUdmYA,1.0,tasty-thai-cafe-mission-hills,thai,thai,4.0,91345,34.2572,-118.469,75,34.26344369747899,-118.46993277310925,0.006313
171,Kwik Market & Deli,xw8sztDtefmuTmJN5PS35A,1.0,kwik-market-and-deli-sylmar,grocery,grocery,4.5,91342,34.3099,-118.47399999999999,12,34.308867647058825,-118.46705882352941,0.007018
172,Jollibee,FACgWb3Isr5_md9GAxErgQ,1.0,jollibee-panorama-city,filipino,filipino,3.0,91402,34.221,-118.43299999999999,56,34.22460131004367,-118.44220960698689,0.009889
173,Steeple House Coffee,w-doGhTR7Zu6gNPIFlceOA,1.0,steeple-house-coffee-sun-valley-2,cafes,cafes,5.0,91352,34.2211,-118.42200000000001,56,34.22460131004367,-118.44220960698689,0.020511
174,Thai Tasty,MukzkJdcLd4FLeotzpZtjg,1.0,thai-tasty-panorama-city,thai,thai,4.5,91402,34.2216,-118.46,81,34.22724511278196,-118.46795488721804,0.009754
175,Mi Ranchito Veracruz,I2Y6ajDqATnACo6L9pRbbQ,1.0,mi-ranchito-veracruz-north-hollywood-36,mexican,mexican,4.5,91605,34.2091,-118.42399999999999,79,34.1963681372549,-118.41851960784314,0.013861
176,Tijuana Grill,AtG4g_PTF3HWi3hWP6myDw,1.0,tijuana-grill-van-nuys,mexican,mexican,5.0,91405,34.2131,-118.46600000000001,81,34.22724511278196,-118.46795488721804,0.01428
177,Doctor Hogly Wogly's Tyler Texas BBQ,RLto3TZQwXQLenj2u2wXJQ,2.0,doctor-hogly-woglys-tyler-texas-bbq-van-nuys-2,bbq,bbq,3.5,91402,34.219,-118.46700000000001,81,34.22724511278196,-118.46795488721804,0.0083
178,Eagle Russian and Armenian cuisine,Q_2osW6Xmi0ZPmOoAVhGGw,2.0,eagle-russian-and-armenian-cuisine-north-hills,mediterranean,mediterranean,4.5,91343,34.236,-118.484,81,34.22724511278196,-118.46795488721804,0.018278
179,Thai Pepper Restaurant,l9DHGyQTXldIAw5tJYG8EA,1.0,thai-pepper-restaurant-sun-valley-3,thai,thai,4.0,91352,34.2281,-118.366,5,34.22269411764706,-118.36675294117647,0.005458
180,Los Tres Hermanos Restaurant,Av98IuqKzzsUGA7RDic2PQ,2.0,los-tres-hermanos-restaurant-san-fernando,mexican,mexican,3.0,91340,34.283,-118.441,83,34.2834992,-118.442816,0.001883
181,El Uli Mar y Tierra,mHZT4yaVVwYH3YtL1b33AA,1.0,el-uli-mar-y-tierra-los-angeles,mexican,mexican,4.5,91340,34.293,-118.415,25,34.277959375,-118.410546875,0.015686
182,Food With Love,fCFCoQTkjMwQMrne0cP_Kg,1.0,food-with-love-los-angeles-3,tacos,tacos,5.0,91352,34.2082,-118.37899999999999,100,34.216013636363634,-118.39180303030302,0.014999
183,Italia Bakery & Deli,QQ_VhSM_HuhBKGazCWzA9g,2.0,italia-bakery-and-deli-granada-hills,delis,delis,4.0,91344,34.2737,-118.501,46,34.26364513274336,-118.50138053097345,0.010062
184,Old Sicily Pizza,tUiX1r76zuDyEuZnIKRsXg,1.0,old-sicily-pizza-north-hollywood,pizza,pizza,4.5,91605,34.2161,-118.397,100,34.216013636363634,-118.39180303030302,0.005198
185,Rincome,7T1twZ3FCo-i3GoF01Jcng,2.0,rincome-northridge,thai,thai,4.0,91325,34.2572,-118.50399999999999,46,34.26364513274336,-118.50138053097345,0.006957
186,Central Pizza,O_l8gXA24Rr9MYDcKAxKsw,2.0,central-pizza-san-fernando,pizza,pizza,4.5,91340,34.2782,-118.436,83,34.2834992,-118.442816,0.008634
187,Velag Kabob House,xyNpG38DhgMZmcXSCBK2QA,2.0,velag-kabob-house-tujunga-2,mediterranean,mediterranean,4.0,91042,34.2513,-118.294,63,34.24760666666667,-118.2822,0.012364
188,Rocamar Seafood Restaurant,UVWF9Kmi-eMnmy4hmGiUAg,2.0,rocamar-seafood-restaurant-san-fernando,mexican,mexican,3.5,91340,34.298,-118.43799999999999,48,34.30643088235294,-118.43566176470588,0.008749
189,Bambinos Pizzeria,_xzrJFMUI3mVilw9e_6Lmw,1.0,bambinos-pizzeria-sylmar,pizza,pizza,3.5,91342,34.3111,-118.435,48,34.30643088235294,-118.43566176470588,0.004716
190,Balboa Thai Food,Ce1xD9PQlcht8QfA8a3k_w,1.0,balboa-thai-food-granada-hills,thai,thai,4.0,91344,34.2862,-118.501,46,34.26364513274336,-118.50138053097345,0.022558
191,Cha Cha Chicken,tnmoqqMoc9CsowwwwktgMg,2.0,cha-cha-chicken-northridge-3,caribbean,caribbean,4.0,91343,34.2284,-118.501,1,34.227752173913046,-118.50115942028985,0.000667
192,Catch 818 Mariscos,3ai8Mcln0u0s31ypNnUY4w,2.0,catch-818-mariscos-los-angeles-7,seafood,seafood,4.0,91406,34.214,-118.48299999999999,81,34.22724511278196,-118.46795488721804,0.020045
193,Safari Room,hBBTCjJJKKomadkxzuZARw,2.0,safari-room-mission-hills,steak,steak,3.5,91345,34.257,-118.46799999999999,75,34.26344369747899,-118.46993277310925,0.006727
194,Tutti Frutti,IFBm7mEgqiYcfKKbLhPxBA,1.0,tutti-frutti-sylmar-2,icecream,icecream,3.0,91342,34.2934,-118.416,25,34.277959375,-118.410546875,0.016375
195,Rigo's Taco,e_ssfXi0cIrbiuP3OyjDsQ,1.0,rigos-taco-pacoima,mexican,mexican,3.5,91331,34.2655,-118.402,25,34.277959375,-118.410546875,0.015109
196,H Salt Fish & Chips,U200vePgvOskswuyEdFtnQ,1.0,h-salt-fish-and-chips-san-fernando,fishnchips,fishnchips,3.5,91340,34.2828,-118.44,83,34.2834992,-118.442816,0.002902
197,El Mariachi Loco,ECGKfR3p781UF-EqdfQvkA,1.0,el-mariachi-loco-tujunga,mexican,mexican,4.5,91042,34.2483,-118.287,63,34.24760666666667,-118.2822,0.00485
198,Ocha Classic Restaurant,K_W8zqBLnCDu2ICGlrJOIw,2.0,ocha-classic-restaurant-panorama-city,thai,thai,3.5,91402,34.2351,-118.45,56,34.22460131004367,-118.44220960698689,0.013073
199,RJM Mexican Grill,KcKsfJohv4QPzm7o6_nZRQ,2.0,rjm-mexican-grill-sun-valley,mexican,mexican,4.5,91352,34.2191,-118.37,5,34.22269411764706,-118.36675294117647,0.004844
200,Seventeen Cafe,PFtia3ex8MXGochg18k2Ew,1.0,seventeen-cafe-sun-valley,cafes,cafes,4.5,91352,34.2119,-118.35700000000001,5,34.22269411764706,-118.36675294117647,0.014548
201,Asahi Sushi,v3tHPo5p19Zs952IQd53XQ,2.0,asahi-sushi-granada-hills,sushi,sushi,3.5,91344,34.2587,-118.50200000000001,46,34.26364513274336,-118.50138053097345,0.004984
202,El Camaronero Restaurant,AqdKL6Nb5Eg9m-bhvLoFEQ,1.0,el-camaronero-restaurant-sylmar,mexican,mexican,4.0,91342,34.2968,-118.456,12,34.308867647058825,-118.46705882352941,0.016368
203,Poke-Ya,o7GBK_QC0Y3GgMXHVPms0g,2.0,poke-ya-granada-hills,poke,poke,4.0,91344,34.2636,-118.50200000000001,46,34.26364513274336,-118.50138053097345,0.000621
204,Leo's Pizza,xdYfYLBr__Ott1xE99T4Jg,2.0,leos-pizza-tujunga,pizza,pizza,4.0,91042,34.2536,-118.29700000000001,63,34.24760666666667,-118.2822,0.015967
205,Mudaepo Two,b-1vQh5UpqeewaZjq3bPSQ,2.0,mudaepo-two-los-angeles,newamerican,newamerican,3.0,91342,34.2823,-118.42200000000001,25,34.277959375,-118.410546875,0.012248
206,Yoshinoya,yN4w8nqcdJeYR_RZL5HLKA,1.0,yoshinoya-sylmar-2,japanese,japanese,2.5,91324,34.2932,-118.416,25,34.277959375,-118.410546875,0.016187
207,Los Mariscos,LZFMnS7Fjj_fZ-_Wbk5BLQ,2.0,los-mariscos-los-angeles,seafood,seafood,2.5,91342,34.3086,-118.45,48,34.30643088235294,-118.43566176470588,0.014501
208,Masis Bakery,XvbCJVM-_xmxXK0caAI2AA,1.0,masis-bakery-sun-valley,bakeries,bakeries,3.0,91352,34.2283,-118.367,5,34.22269411764706,-118.36675294117647,0.005611
209,La Forcaccia,G36457nY0YMnVzEH28xc2A,2.0,la-forcaccia-panorama-city,italian,italian,4.5,91402,34.2267,-118.449,56,34.22460131004367,-118.44220960698689,0.007107
210,Sizzling Wok,2W7zlxd9yLnnbHWBXyaa3A,1.0,sizzling-wok-panorama-city,restaurants,restaurants,4.0,91402,34.2353,-118.449,56,34.22460131004367,-118.44220960698689,0.012672
211,Los Camarones Tacos Mariscos,7EsvYsFgDT8bDcCLJjGLyA,2.0,los-camarones-tacos-mariscos-san-fernando,mexican,mexican,4.5,91340,34.2823,-118.443,83,34.2834992,-118.442816,0.001213
212,Baan Thai,eOB4jbscKjxFEkNz3IpmRg,1.0,baan-thai-panorama-city,thai,thai,4.0,91402,34.2219,-118.428,56,34.22460131004367,-118.44220960698689,0.014464
213,Grace Grill,1BzYlmi2kgwCYp1Ibl0C8w,1.0,grace-grill-los-angeles,newamerican,newamerican,4.5,91352,34.2211,-118.42200000000001,56,34.22460131004367,-118.44220960698689,0.020511
214,El Jayamitla,ARQx4NeElGq8EgSreWp-BQ,1.0,el-jayamitla-sylmar,mexican,mexican,3.0,91342,34.3181,-118.42399999999999,48,34.30643088235294,-118.43566176470588,0.016497
215,Asian Tasty,qrI4Tos0NcsmKHYljsm7BQ,1.0,asian-tasty-san-fernando,sushi,sushi,3.0,91340,34.2958,-118.41799999999999,25,34.277959375,-118.410546875,0.019335
216,El Vendaval,CaEwE3oHIzeEcoQ4A6sJYw,1.0,el-vendaval-pacoime,shavedice,shavedice,4.0,91331,34.2615,-118.429,70,34.25516193548387,-118.42916129032258,0.00634
217,Fatburger & Buffalo's Express,U7OrkLrFAOjf1MqN74DDeA,2.0,fatburger-and-buffalos-express-sylmar,burgers,burgers,2.5,91342,34.275999999999996,-118.397,25,34.277959375,-118.410546875,0.013688
218,Me Gusta Gourmet Tamales,hYUIUmQ2Ja4TjLbly2fHaQ,1.0,me-gusta-gourmet-tamales-pacoima,mexican,mexican,4.0,91331,34.2581,-118.43299999999999,70,34.25516193548387,-118.42916129032258,0.004834
219,Manila Sunset,Qbyzp-UgKc0GIfKTPd1neg,1.0,manila-sunset-north-hills,filipino,filipino,3.5,91343,34.2435,-118.46700000000001,81,34.22724511278196,-118.46795488721804,0.016283
220,Pan Tang Restaurant,gaF6Z6MpoWiKjRa12K2Pcg,1.0,pan-tang-restaurant-tujunga,thai,thai,4.0,91042,34.2478,-118.281,63,34.24760666666667,-118.2822,0.001215
221,Chor's Chinese Cuisine,qLEkWNw8XHyNOksykQrjgw,1.0,chors-chinese-cuisine-sunland,chinese,chinese,4.0,91040,34.2591,-118.304,35,34.259617142857145,-118.31491428571428,0.010927
222,Mi Pueblito Restaurant,P7ycB-yEOP3NfZVzJKVBuQ,1.0,mi-pueblito-restaurant-pacoima,mexican,mexican,3.5,91331,34.273,-118.412,25,34.277959375,-118.410546875,0.005168
223,El 7 Mares,ZxListiRThL9o0E8I1oXgA,2.0,el-7-mares-san-fernando,seafood,seafood,3.0,91340,34.2849,-118.44,83,34.2834992,-118.442816,0.003145
224,Pulgarcito Del Valle,qGJgg1gsbLwRmm1gpflrjg,2.0,pulgarcito-del-valle-pacoima,salvadoran,salvadoran,3.0,91331,34.264,-118.402,25,34.277959375,-118.410546875,0.016368
225,Good Pho You,91pdVQWkLoE8PgKUz5MPkA,1.0,good-pho-you-granada-hills,vietnamese,vietnamese,3.5,91344,34.2637,-118.50200000000001,46,34.26364513274336,-118.50138053097345,0.000622
226,Lauras Restaurant,ZjkILq9yXE18fzKPT1cGIA,2.0,lauras-restaurant-arleta,mexican,mexican,4.0,91331,34.2342,-118.44,56,34.22460131004367,-118.44220960698689,0.00985
227,Tacos Mi Rincon Tapatio,yiyi2oniFeuXFlVKzX2zpg,1.0,tacos-mi-rincon-tapatio-sylmar-4,mexican,mexican,4.0,91342,34.3102,-118.428,48,34.30643088235294,-118.43566176470588,0.008539
228,Pop's Chicken Mexican Food,KzwvSmrMoj2K6hcUSkF_nQ,1.0,pops-chicken-mexican-food-sun-valley,mexican,mexican,4.5,91352,34.2083,-118.37899999999999,100,34.216013636363634,-118.39180303030302,0.014947
229,Tacos El Canelo No 2,H9VxEGMFf2v1UGeH0ppc-w,2.0,tacos-el-canelo-no-2-pacoima,mexican,mexican,4.0,91331,34.2795,-118.419,25,34.277959375,-118.410546875,0.008592
230,Prem's Thai Kitchen,5Y3rBa3OSqxq-ZkVBG0Ngg,1.0,prems-thai-kitchen-los-angeles,thai,thai,4.5,91343,34.2351,-118.485,1,34.227752173913046,-118.50115942028985,0.017752
231,Tom's Jr Famous Burger,HgbFSmGYkflISC-zpLxuaA,1.0,toms-jr-famous-burger-sun-valley,burgers,burgers,3.5,91352,34.2471,-118.384,5,34.22269411764706,-118.36675294117647,0.029885
232,Old Time Drive In,t6v6mPsTOv2uxOndIzP0TQ,1.0,old-time-drive-in-sun-valley,burgers,burgers,3.0,91352,34.2284,-118.365,5,34.22269411764706,-118.36675294117647,0.005969
